Entry number	Target word	Target cyrillic	Stem nr	Concept nr	Source concept	Russian stimulus	WOLD core list	LWT code	Similarity set	Language	Village	Region	Date (MM.YYYY)	Latitude	Longitude	Respondent	Full_reference	Supposed toplevel source	Suspected mediator	Reference	Comment	Confirmed
4517	tokh			89	the nettle				3	persian	persian_dictionary					persian_dictionary						
4518	tookh			89	the nettle				3	persian	persian_dictionary					persian_dictionary						
4630	tee			89	the nettle				4	persian	persian_dictionary					persian_dictionary						
4713	gaznah			89	the nettle				5	persian	persian_dictionary					persian_dictionary						
4945	крапива			89	the nettle				1	russian	russian_dictionary					russian_dictionary						
111	neχa	неха		90	the oats	овёс (чем кормят лошадей)	Yes	8.46	90.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
112	niχa	ниха		90	the oats	овёс (чем кормят лошадей)	Yes	8.46	90.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
304	burč’ina	бурч1ина		90	the oats	овёс (чем кормят лошадей)	Yes	8.46	90.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Unidentified				
475	niχa	ниха		90	the oats	овёс (чем кормят лошадей)	Yes	8.46	90.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Turkic				
624		ниха			the oats				90.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Turkic				
780		к1алц1и			the oats				90.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan			To feed horses	
931		угуб			the oats				90.3	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Unidentified				
1081	niħu				the oats				90.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Unidentified				
1222	suz				the oats				90.5	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1383		мух		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1					Barley	
1384		гергер			the oats	овёс (чем кормят лошадей)	Yes	8.46		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1551		арпа		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1737		сулу		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1738		ныха		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1932		гъаргъар		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2093		сурсул		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2246		мухъ		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2399		мухъа		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1					Barley according to another consultant.	
2557		сусул		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2719		гъаргъар		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2879		гъаргъар		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3051		сил		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3219		гъаргъар		90	the oats	овёс (чем кормят лошадей)	Yes	8.46		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3596	shoufan			90	the oats				7	arabic	arabic_dictionary					arabic_dictionary						
3772	yulaf			90	the oats				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3923	сула			90	the oats				5	chechen	chechen_dictionary					chechen_dictionary						
3949	кена			90	the oats				6	chechen	chechen_dictionary					chechen_dictionary						
4084	švria			90	the oats				4	georgian	georgian_dictionary					georgian_dictionary						
4519	solt			90	the oats				3	persian	persian_dictionary					persian_dictionary						
4946	овёс			90	the oats				1	russian	russian_dictionary					russian_dictionary						
113	besdala-cm	бесдала-cm		91	the orphan	сирота	Yes	2.75	91.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/					Adjective	
305	besdal	бесдал		91	the orphan	сирота	Yes	2.75	91.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Avar				
476	besdal	бесдал		91	the orphan	сирота	Yes	2.75	91.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Avar				
625		бесдал			the orphan				91.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Avar				
781		игьаду			the orphan				91.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
932		йитим			the orphan				91.3	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Turkic				
1082	kulu lo				the orphan				91.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1223	besdal				the orphan				91.1	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Avar				
1421		етим		91	the orphan	сирота	Yes	2.75		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						y
1586		йетим		91	the orphan	сирота	Yes	2.75		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1785		етим		91	the orphan	сирота	Yes	2.75		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1786		оьксюз		91	the orphan	сирота	Yes	2.75		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1968		йетим		91	the orphan	сирота	Yes	2.75		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2128		йетим		91	the orphan	сирота	Yes	2.75		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2278		йетим		91	the orphan	сирота	Yes	2.75		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2433		йетим		91	the orphan	сирота	Yes	2.75		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2590		йетим		91	the orphan	сирота	Yes	2.75		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2754		йетим		91	the orphan	сирота	Yes	2.75		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2917		йетим		91	the orphan	сирота	Yes	2.75		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3087		етим		91	the orphan	сирота	Yes	2.75		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3253		йетим		91	the orphan	сирота	Yes	2.75		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3415		йетим		91	the orphan	сирота	Yes	2.75		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3459	yateem			91	the orphan				2	arabic	arabic_dictionary					arabic_dictionary						
3773	yetim			91	the orphan				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3924	бо			91	the orphan				5	chechen	chechen_dictionary					chechen_dictionary						
4085	oboli			91	the orphan				4	georgian	georgian_dictionary					georgian_dictionary						
4416	yateem			91	the orphan				2	persian	persian_dictionary					persian_dictionary						
4520	aytam			91	the orphan				3	persian	persian_dictionary					persian_dictionary						
4947	сирота			91	the orphan				1	russian	russian_dictionary					russian_dictionary						
114	ruz	руз		92	the owl	сова	Yes	3.596	92.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
306	k’ːow	к1к1ов		92	the owl	сова	Yes	3.596	92.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Unidentified				
307	ruz	руз		92	the owl	сова	Yes	3.596	92.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Avar				
477	buhu	бугьу		92	the owl	сова	Yes	3.596	92.4	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
478	ɬalbot’i	лъалбот1и		92	the owl	сова	Yes	3.596	92.3	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan			'bat’ or ‘owl’, according to the respondent	
626		бугьу			the owl				92.4	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
627		руз			the owl				92.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Avar				
782		бугьу			the owl				92.4	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
783		руз			the owl				92.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Avar				
933		бугургу			the owl				92.5	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Unidentified				
934		байкъуш			the owl				92.6	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Turkic				
1083	isu				the owl				92.7	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Lak				
1224	ruz				the owl				92.1	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Avar				
1425		т1ип		92	the owl	сова	Yes	3.596		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1590		гугуназай		92	the owl	сова	Yes	3.596		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1790		кикимав		92	the owl	сова	Yes	3.596		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1791		обуръябалакъ		92	the owl	сова	Yes	3.596		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1972		гугунай		92	the owl	сова	Yes	3.596		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2132		гукку		92	the owl	сова	Yes	3.596		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2282		гугу		92	the owl	сова	Yes	3.596		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2437		т1умя		92	the owl	сова	Yes	3.596		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2594		т1умя		92	the owl	сова	Yes	3.596		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2758		гугунай		92	the owl	сова	Yes	3.596		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
3091		т1ип		92	the owl	сова	Yes	3.596		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3257		гуккум		92	the owl	сова	Yes	3.596		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3419		гугунай		92	the owl	сова	Yes	3.596		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3476	boom			92	the owl				3	arabic	arabic_dictionary					arabic_dictionary						
3477	boomah			92	the owl				3	arabic	arabic_dictionary					arabic_dictionary						
3774	bayquş			92	the owl				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3950	бух1а			92	the owl				6	chechen	chechen_dictionary					chechen_dictionary						
4043	bu			92	the owl				3	georgian	georgian_dictionary					georgian_dictionary						
4521	boof			92	the owl				3	persian	persian_dictionary					persian_dictionary						
4522	boom			92	the owl				3	persian	persian_dictionary					persian_dictionary						
4631	pezeshk			92	the owl				4	persian	persian_dictionary					persian_dictionary						
4714	joghd			92	the owl				5	persian	persian_dictionary					persian_dictionary						
4948	сова			92	the owl				1	russian	russian_dictionary					russian_dictionary						
115	lažbar	лажбар		93	the paint	краска	Yes	9.88	93.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
116	reɬen	релъен		93	the paint	краска	Yes	9.88	93.2	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
308	lažbar	лажбар		93	the paint	краска	Yes	9.88	93.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Avar				
309	kraska	краска		93	the paint	краска	Yes	9.88	93.3	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Russian				
479	lažbar	лажбар		93	the paint	краска	Yes	9.88	93.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Avar				
628		лажбар			the paint				93.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Avar				
784		лажбар			the paint				93.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Avar				
935		краска			the paint				93.3	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Russian				
1084	sːir				the paint				93.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Persian				
1225	karaska				the paint				93.3	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Russian				
1347		шир		93	the paint	краска	Yes	9.88		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1520		щир		93	the paint	краска	Yes	9.88		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1698		бояв		93	the paint	краска	Yes	9.88		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1699		сыр		93	the paint	краска	Yes	9.88		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1898		шир		93	the paint	краска	Yes	9.88		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2064		ранга		93	the paint	краска	Yes	9.88		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2220		шир		93	the paint	краска	Yes	9.88		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2367		краска		93	the paint	краска	Yes	9.88		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2525		краска		93	the paint	краска	Yes	9.88		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2687		ранг		93	the paint	краска	Yes	9.88		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2849		шир		93	the paint	краска	Yes	9.88		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3016		шир		93	the paint	краска	Yes	9.88		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3188		шир		93	the paint	краска	Yes	9.88		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3347		ренг		93	the paint	краска	Yes	9.88		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1					Also: ‘color’	
3597	talaa'			93	the paint				7	arabic	arabic_dictionary					arabic_dictionary						
3620	dihaan			93	the paint				8	arabic	arabic_dictionary					arabic_dictionary						
3644	sebgh			93	the paint				9	arabic	arabic_dictionary					arabic_dictionary						
3775	boya			93	the paint				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3925	басар			93	the paint				5	chechen	chechen_dictionary					chechen_dictionary						
3951	сир			93	the paint				6	chechen	chechen_dictionary					chechen_dictionary						
4086	saʁebavi			93	the paint				4	georgian	georgian_dictionary					georgian_dictionary						
4523	rang			93	the paint				3	persian	persian_dictionary					persian_dictionary						
4949	краска			93	the paint				1	russian	russian_dictionary					russian_dictionary						
117	kaʁat	кагъат		94	the paper	бумага	Yes	18.56	94.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
310	kaʁar	кагъар		94	the paper	бумага	Yes	18.56	94.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Persian	avar			
480	kaʁar	кагъар		94	the paper	бумага	Yes	18.56	94.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Persian	avar			
629		кагъар			the paper				94.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Persian	Avar			
785		кагъат			the paper				94.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Persian				
936		кагъат			the paper				94.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Persian				
1085	kaʁəra				the paper				94.1	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Persian				
1226	ƛibo				the paper				94.2	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1297		чар		94	the paper	бумага	Yes	18.56		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1471		кагъаз		94	the paper	бумага	Yes	18.56		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1634		къагъыз		94	the paper	бумага	Yes	18.56		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1847		к1аж		94	the paper	бумага	Yes	18.56		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2013		к1аджа		94	the paper	бумага	Yes	18.56		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2174		к1аджа		94	the paper	бумага	Yes	18.56		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2321		хъагъар		94	the paper	бумага	Yes	18.56		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2477		хъагъар		94	the paper	бумага	Yes	18.56		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2636		к1аж		94	the paper	бумага	Yes	18.56		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2800		к1адж		94	the paper	бумага	Yes	18.56		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2964		чар		94	the paper	бумага	Yes	18.56		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3140		к1аж		94	the paper	бумага	Yes	18.56		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3298		кагъаз		94	the paper	бумага	Yes	18.56		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3522	waraq			94	the paper				5	arabic	arabic_dictionary					arabic_dictionary						
3523	waraqa			94	the paper				5	arabic	arabic_dictionary					arabic_dictionary						
3776	kağız			94	the paper				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3859	кехат			94	the paper				2	chechen	chechen_dictionary					chechen_dictionary						
4044	kaʁaldi			94	the paper				3	georgian	georgian_dictionary					georgian_dictionary						
4417	kaghiz			94	the paper				2	persian	persian_dictionary					persian_dictionary						
4950	бумага			94	the paper				1	russian	russian_dictionary					russian_dictionary						
118	moq’oq’	мокъокъ		95	the partridge	куропатка	No		95.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
311	ʁobʁo	гъобгъо		95	the partridge	куропатка	No		95.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
481	ʁobʁo	гъобгъо		95	the partridge	куропатка	No		95.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
630		гъовгъо			the partridge				95.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
786		гъабгъа			the partridge				95.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
937		мукъокъ			the partridge				95.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1355		тртур		95	the partridge	куропатка	No			Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1356		къвед			the partridge	куропатка	No			Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1527		куропатка		95	the partridge	куропатка	No			North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1706		къыр тавукъ		95	the partridge	куропатка	No			Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1905		тямхъя		95	the partridge	куропатка	No			Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1					Local	
1906		къюд		95	the partridge	куропатка	No			Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						y
2374		дуццала гьярхъва		95	the partridge	куропатка	No			Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1					Lit. ‘forest chicken’	
2532		къакъба		95	the partridge	куропатка	No			Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2694		къюд		95	the partridge	куропатка	No			Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
3024		къед		95	the partridge	куропатка	No			Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3194		къюд		95	the partridge	куропатка	No			Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3354		кеклюк		95	the partridge	куропатка	No			North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						y
3621	hajalah			95	the partridge				8	arabic	arabic_dictionary					arabic_dictionary						
3777	kəklik			95	the partridge				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3969	моша			95	the partridge				7	chechen	chechen_dictionary					chechen_dictionary						
4125	k'ak'abi			95	the partridge				6	georgian	georgian_dictionary					georgian_dictionary						
4524	teehoo			95	the partridge				3	persian	persian_dictionary					persian_dictionary						
4632	daree			95	the partridge				4	persian	persian_dictionary					persian_dictionary						
4715	kabsh			95	the partridge				5	persian	persian_dictionary					persian_dictionary						
4951	куропатка			95	the partridge				1	russian	russian_dictionary					russian_dictionary						
119	ħeholo	х1егьоло		96	the pea	горох	No		96.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
312	goroχ	горох		96	the pea	горох	No		96.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
482	holi	гьоли		96	the pea	горох	No		96.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
631		гьолил			the pea				96.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan			General term for any type of legumes.	
632		горох			the pea				96.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Russian				
787		гьали			the pea				96.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan			General term for legumes	
938		горох			the pea				96.2	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Russian				
1317		харар		96	the pea	горох	No			Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						y
1490		нохуд		96	the pea	горох	No			North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1661		нохут		96	the pea	горох	No			Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1867		нохуд		96	the pea	горох	No			Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2033		харар		96	the pea	горох	No			Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2					Legumes in general	y
2034		нохуд		96	the pea	горох	No			Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						y
2191		нохуд		96	the pea	горох	No			Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2338		хъара		96	the pea	горох	No			Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2495		хъара		96	the pea	горох	No			Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2656		харар		96	the pea	горох	No			Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2819		горох		96	the pea	горох	No			Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2985		хар		96	the pea	горох	No			Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3159		харар		96	the pea	горох	No			Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3317		нохуд		96	the pea	горох	No			North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
